,permit#,permit_type_description,permit_subtype_description,date_entered,date_issued,construction_cost,address,city,state,zip,subdivision/lot,contact,purpose,council_district
126,2018044265,Building Residential - Rehab,Duplex,7/27/2018,7/27/2018,10000,1009  15TH AVE S,NASHVILLE,TN,37212,LOT 50 B F SHIELDS TRACT,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),"EXISTING DUPLEX...UPSTAIRS AND DOWN STAIRS.
THIS PERMIT...OVERALL GENERAL RENOVATIONS AND MODIFICATIONS TO DUPLEX....BUT NO INCREASE TO THE HEIGHT AND NO INCREASE TO THE FOOTPRINT...
CHANGE FRONT FACADE OF THE HOUSE....
1.....RENOVATIONS TO THE FRONT ROOF AND FACADE AREA.
2.....CONSTRUCT OF A ROOF TOP DECK TO THE REAR OF THE RES....
3.....COVER OVER DOOR WAY TO THE 2ND LEVEL....NOT TO EXTEND PASS THE SIDE WALL OF THE HOUSE. 
4....RENOVATIONS TO THE ROOF AND EXTERIOR FACADES TO REPAIR WATER LEAKS.....
5...MODIFIY ROOF OF THE PORCH...NO INCREASE TO SQFT..
6....FRONT DORMER TO REMOVE....AND ADD SOME WINDOWS...
7....EXTERIOR BRICK WORK...
****NO CHANGE TO FOOTPRINT & NO INCREASE TO THE OVER ALL HEIGHT OF THE STRUCTURE....

1�.Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility  for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general Contractor�s  licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of 
this building permit�.2.. ***  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review� Please call 811 before you dig ***SITE PLAN SENT TO FILE",19.0
127,2021004131,Building Residential - New,Duplex,1/21/2021,3/17/2021,253149,2109D  23RD AVE N,NASHVILLE,TN,37208,UNIT 2 HOMES AT 2109 B 23RD AVENUE NORTH,"JACKSON BUILDERS,LLC","To construct single family residence with 2088sf heated/cooled, 472sf attached garage and 252sf porches/decks.  HPR.  units detached.  max allowed height is 28.95'.  min required distance between structures is 6' min with no bump outs.  27.9' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",2.0
128,2018031087,Building Residential - Addition,Duplex,5/31/2018,5/31/2018,8569,5240  TUSCULUM CT,NASHVILLE,TN,37211,LOT 190 FAIR OAKS SEC. 2,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),to construct a 12 x 12 and a 4 x 12 uncovered deck additions to side of existing duplex.  5' min side s/b; 20' min rear s/b.,31.0
129,2021006438,Building Residential - New,Duplex,2/1/2021,2/11/2021,245269,828  SUNSET VIEW DR,HERMITAGE,TN,37076,LOT 1291 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2023 sq. ft. single family house with an attached 399 sq. ft. two car garage.  Plans to be submitted to Planning for SP approval.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
130,2020039994,Building Residential - New,Duplex,6/28/2020,7/22/2020,294007,1002A  MONROE ST,NASHVILLE,TN,37208,UNIT 1002A ONE THOUSAND TWO MONROE STREET,Superior Capital llc,"parent parcel is map 81-16 parcel 177, is zoned R6-A, contains 7000 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit a of proposed horizonal property line regime duplex with 2425 sf living area and 680 sf attached garage/deck areas.  units attached.  max allowed height is 45' three floors max.  21.8' min front s/b; 5' min side s/b; 20' min rear s/b.  R6-A zoning requires ALL parking to be located to the rear of residence.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",19.0
131,2020062467,Building Residential - New,Duplex,10/5/2020,10/19/2020,293765,836  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1311 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,To build an 2423 sq. ft. single family  house with an attached 395 sq. ft. two car garage.  To be  built under Master Permit # 201907468. Must comply with SP.,14.0
132,2019010693,Building Residential - Rehab,Duplex,2/22/2019,2/22/2019,25000,1510  ANDY ST,NASHVILLE,TN,37216,LOT 8 LEE SUB SEC 2,"CRAFTSMAN BUILDERS, LLC","parcel is zoned R6 and contains 8924 sf lot area.  this permit to conduct general repairs to existing duplex with required one hour tenant separation.  no increase in number of dwelling units.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",7.0
133,2020075550,Building Residential - New,Duplex,12/3/2020,3/31/2021,300190,3010  WILTSHIRE PARK PL,HERMITAGE,TN,37076,LOT 3 THE PARK AT WILTSHIRE,LANDMARK HOMES OF TN INC,"To construct a duplex residence with 2476 sq ft living area, 446 sq ft garage, 212 sq ft porch/deck area.  Must comply with tree regulation; one new two inch tree for every 30' road frontage , for every 50' road frontage a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  SP Zoning",12.0
134,2020080720,Building Residential - Rehab,Duplex,12/30/2020,2/8/2021,177000,3333B  NIAGARA DR,NASHVILLE,TN,37214,UNIT 3333B 3333 NIAGARA DRIVE TOWNHOMES,CORNERSTONE RENOVATION GROUP LLC,"Rehabilitation of Fire related damages to one side of represented Duplex.  no increase to building footprint.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
135,2020039732,Building Residential - Rehab,Duplex,6/26/2020,9/21/2020,230000,3316A  FELICIA ST,NASHVILLE,TN,37209,UNIT 3316A HOMES AT 3316 FELICIA STREET,DIXON HOLDING CO. LLC DBA ASCENSION GENERAL CONTRACTORS,"Customer had a fire on the top deck of the house.  Insurance is paying to rebuild the house exactly as it was before.  no increase to building footprint.  no increase in number of dwelling units.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  APPLICANT DID NOT PROVIDE CONTRACT AMOUNT.",21.0
136,2020050446,Building Residential - New,Duplex,8/13/2020,9/9/2020,245875,814  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1252 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2028 sq. ft. single family house with an attached 395 sq, ft. two car garage.  To be built under Master Permit # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
137,2020056891,Building Residential - Addition,Duplex,9/10/2020,9/15/2020,2000,210  CEDARMONT CIR,NASHVILLE,TN,37211,LOT 22 MONTE CARLO SEC. 2-C,"MUSIC CITY ELECTRICAL ENGINEERING, LLC","TO CONSTRUCT 16�X19� ADDITION OFF REAR OF EXISTING DUPLEX� �APT 210... ...5� MINIMUM SIDE� �20� MINIMUM REAR SETBACK� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

SEE APT 208 CARA-T2020052447

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",31.0
138,2020080757,Building Residential - New,Duplex,12/30/2020,1/25/2021,243571,705  WACO DR,NASHVILLE,TN,37209,UNIT A 705 WACO DRIVE TOWNHOMES,THE MC2 GROUP INC,"To construct ...Unit A� of HPR attached duplex with 2009sf heated/cooled, 472sf attached garage, and 122sf porches/decks.  units attached.  max allowed height is 45' three floors max.  40' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",20.0
139,2020064812,Building Residential - New,Duplex,10/14/2020,11/10/2020,225506,1808B  16TH AVE N,NASHVILLE,TN,37208,UNIT B 1808 16TH AVENUE NORTH,"JACKSON BUILDERS,LLC","To construct ...Unit B... of HPR detached duplex with 1860sf heated and cooled and 200sf porches/decks.  parent parcel is map 81-7 parcel 226, is zoned R6, contains 7400 sf lot area and is in a pre 1984 recorded subdivision.  units detached,  max allowed height is 45'.  min required distance between structures is 6' min with no bump outs.  25.2' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",21.0
140,2018076511,Building Residential - New,Duplex,12/7/2018,1/2/2019,242873,3529  BROOKWAY DR,NASHVILLE,TN,37207,LOT 52  WILLOW CREEK  SEC 3,PUUSH MANAGEMENT LLC,see notes on map/parcel which shows a legally non-conforming duplex.  this permit to construct a standard duplex with 2156 sf living area and 100 sf porch area.  37' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  SPECIAL NOTE: THIS PERMIT WILL EXPIRE 10/11/2019.,3.0
141,2018038726,Building Residential - Rehab,Duplex,7/3/2018,7/3/2018,12500,216  MCKENNELL DR,NASHVILLE,TN,37206,LOT 25 SHARP & HORNS 6 ADD,"BRADY DEVELOPMENT GROUP, LLC","*** �LEFT SIDE� APARTMENT OF EXISTING TWO-FAMILY RESIDENCE� �NOT A HPR!***

PERMIT TO CONDUCT GENERAL RENOVATIONS TO LEFT SIDE APARTMENT OF EXISTING TWO-FAMILY RESIDENCE� �NO CHANGE TO BUILDING/ROOF LINES OR FOOTPRINT� �MUST COMPLY WITH METRO COUNCIL BILL 2017-835� �

*** DAN BRADY/BRADY DEVELOPMENT GROUP, LLC (HOLDER OF PERMIT) ACKNOWLEDGES  APPLYING FOR THIS SELF-BUILDING PERMIT IN OWN NAME, & WILL ACT AS OWN CONTRACTOR ACCEPTING FULL RESPONSIBILITY FOR CODE COMPLIANCE, FOR HIRING & EMPLOYING INDIVIDUALS & HAS ULTIMATE RESPONSIBILITY FOR MY OWN WORK & FOR THE WORK OF OTHERS.  ACTING AS MY OWN GENERAL CONTRACTOR, I FURTHER UNDERSTAND THAT I MAY FORFEIT CERTAIN PROTECTIONS, WHICH MIGHT BE AVAILABLE TO ME THROUGH THE STATE OF TENN. GENERAL CONTRACTOR�S LICENSING PROCESS.  I FURTHER ACKNOWLEDGE THAT AS A SELF-BUILDING PERMIT HOLDER I AM RESPONSIBLE FOR REQUESTING ALL REQUIRED INSPECTIONS & COMPLETING ALL AUTHORIZED WORK IN COMPLIANCE WITH APPLICABLE ADOPTED CODES.  I FURTHER UNDERSTAND THAT SEPARATE PERMITS ARE REQUIRED FOR ANY PROPOSED ELECTRICAL, PLUMBING, & GAS/MECHANICAL WORK AND IS NOT PART OF THIS BUILDING PERMIT***

*** PURSUANT # 2006-1263 METRO CODE OF LAWS, I DAN BRADY/BRADY DEVELOPMENT GROUP, LLC (HOLDER OF PERMIT)   HEREBY CERTIFY THAT ALL CONSTRUCTION & DEMOLITION WASTE GENERATED BY ANY & ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION & DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF METRO CODE***

*** DO NOT PUT UP ANY DRYWALL UNTIL YOU CALL FOR AN INSPECTION.  THE IDEA IS YOU DO NOT COVER UP ANYTHING WITH CONCRETE OR DRYWALL UNTIL AN INSPECTOR HAS HAD A CHANCE TO REVIEW...***",7.0
142,2019028917,Building Residential - New,Duplex,5/16/2019,5/21/2019,281625,435  CREEDMORE DR,OLD HICKORY,TN,37138,LOT 6 ROBINSON FLATS,"E SQUARED,LLC","to construct 2500SF duplex residence(1250SF each side). 5' side setback, 20' min. rear and front setback. not to be over any easements.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",11.0
143,2020025237,Building Residential - New,Duplex,4/21/2020,4/24/2020,186346,4660  FOREST RIDGE DR,HERMITAGE,TN,37076,LOT 218 VALLEY GROVE SEC 9,MODERN BUILDERS LLC,"to rebuild tornado destroyed non-conforming duplex on property in same location with small 100SF addition to the rear.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",12.0
144,2019030942,Building Residential - Fire Damage,Duplex,5/28/2019,5/29/2019,20000,1003B  PENNOCK AVE,NASHVILLE,TN,37207,LOT 12 F E MANN PLAN,hung chen,"to conduct fire damage repair and rehab to unit b of existing duplex. no change to footprint.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",5.0
